SHARECLASS_ID,SHARECLASS_NAME,FUND_NAME,SHARE_CLASS_COUNTER,FUND_FAMILY_NAME,MSTAR_CATEGORY_NAME,MSTAR_GLOB_CATEGORY_NAME,MSTAR_BROAD_CATEGORY,COMMON_SOURCE_SYSTEM,RETURN_NET_1M,RETURN_NET_2M,RETURN_NET_3M,RETURN_NET_6M,RETURN_NET_1Y,RETURN_NET_2Y,RETURN_NET_3Y,RETURN_NET_4Y,RETURN_NET_5Y
F00000GYBQ                    ,First Trust BICK Index Fund,First Trust BICK Index Fund,1,First Trust         ,Diversified Emerging Mkts,Emerging Markets Equity,Equity,FE_ALL,1.6,3.51,5.7,18.64,26.53,21.62,6.19,5.54,5.88
F00000M7W8                    ,First Trust Brazil AlphaDEX Fund,First Trust Brazil AlphaDEX Fund,1,First Trust         ,Latin America Stock,Brazil Equity,Equity,FE_ALL,-4.89,-2.52,5.28,11.02,10.7,35.16,-0.16,-3.11,-3.37
F00000NFLL                    ,First Trust Canada AlphaDEX Fund,First Trust Canada AlphaDEX Fund,1,First Trust         ,Miscellaneous Region,Other Equity,Equity,FE_ALL,-0.44,1.63,3.59,11.22,8.57,2.45,-8.65,-7.49,-2.39
FEUSA04AH0                    ,First Trust Capital Strength ETF,First Trust Capital Strength ETF,1,First Trust         ,Large Blend,US Equity Large Cap Blend,Equity,FE_ALL,3.42,5.32,6.1,9.94,26.61,14.37,11.82,12.89,16.56
F00000M7W9                    ,First Trust China AlphaDEX Fund,First Trust China AlphaDEX Fund,1,First Trust         ,China Region,Greater China Equity,Equity,FE_ALL,2.1,9.4,13.99,35.46,49.48,19.85,11.79,9.46,8.94
FOUSA06IB6                    ,First Trust Chindia ETF,First Trust Chindia ETF,1,First Trust         ,Miscellaneous Region,Other Equity,Equity,FE_ALL,1.1,2.32,1.7,19.42,29.38,17.27,8.12,10.44,15.18
F00000MM7X                    ,First Trust Cloud Computing ETF,First Trust Cloud Computing ETF,1,First Trust         ,Technology,Technology Sector Equity,Equity,FE_ALL,4.66,5.83,7.39,11.62,27.64,20.69,17.34,15.57,19.02
FOUSA06GHH                    ,First Trust Consumer Discretionary AlphaDEX Fund,First Trust Consumer Discretionary AlphaDEX Fund,1,First Trust         ,Consumer Cyclical,Consumer Goods & Services Sector Equity,Equity,FE_ALL,0.47,4.86,3.18,4.8,13.75,5.03,6.16,6.75,12.73
FOUSA06GID                    ,First Trust Consumer Staples AlphaDEX Fund,First Trust Consumer Staples AlphaDEX Fund,1,First Trust         ,Consumer Defensive,Consumer Goods & Services Sector Equity,Equity,FE_ALL,-0.33,-1.37,-2.51,-3.41,0.09,3.37,5.52,8.67,15.2
F00000M7WC                    ,First Trust Developed Markets Ex-US AlphaDEX Fund,First Trust Developed Markets Ex-US AlphaDEX Fund,1,First Trust         ,Foreign Large Blend,Global Equity Large Cap,Equity,FE_ALL,2.26,4.4,5.11,13.62,27.13,13.8,9.14,6.35,9.41
F00000NFLQ                    ,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,1,First Trust         ,Foreign Small/Mid Value,Global Equity Mid/Small Cap,Equity,FE_ALL,2.18,5.03,6.49,17.19,27.58,14.75,10.11,6.21,10.43
F00000NDZ5                    ,First Trust Dorsey Wright People's Portfolio ETF,First Trust Dorsey Wright People's Portfolio ETF,1,First Trust         ,Long-Short Equity,Long/Short Equity,Alternative,FE_ALL,1.63,4.32,4.56,8.72,19.99,6.21,5.64,7.29,8.52
FOUSA06MLF                    ,First Trust Dow Jones Global Select Dividend Index Fund,First Trust Dow Jones Global Select Dividend Index Fund,1,First Trust         ,Foreign Large Value,Global Equity Large Cap,Equity,FE_ALL,-0.27,2.03,1,6.51,17.06,10.56,3.12,3.31,6.35
FEUSA04AGY                    ,First Trust Dow Jones Internet Index Fund,First Trust Dow Jones Internet Index Fund,1,First Trust         ,Technology,Technology Sector Equity,Equity,FE_ALL,4.99,6.93,8.7,16.54,32.08,20.19,20.73,18.47,24.24
FEUSA04AE5                    ,First Trust Dow Jones Select MicroCap Index Fund,First Trust Dow Jones Select MicroCap Index Fund,1,First Trust         ,Small Value,US Equity Small Cap,Equity,FE_ALL,1.58,9.54,7.02,8.96,34.05,19.89,14.77,13,18.06
F00000M7W5                    ,First Trust Emerging Markets AlphaDEX Fund,First Trust Emerging Markets AlphaDEX Fund,1,First Trust         ,Diversified Emerging Mkts,Emerging Markets Equity,Equity,FE_ALL,0.15,3.16,7.53,21.7,32.74,21.37,7.23,4.71,5.12
F00000NFMZ                    ,First Trust Emerging Markets Small Cap AlphaDEX Fund,First Trust Emerging Markets Small Cap AlphaDEX Fund,1,First Trust         ,Diversified Emerging Mkts,Emerging Markets Equity,Equity,FE_ALL,1.45,1.53,8.49,18.91,32.79,24.37,9.5,7.48,9.76
FOUSA06GIE                    ,First Trust Energy AlphaDEX Fund,First Trust Energy AlphaDEX Fund,1,First Trust         ,Equity Energy,Energy Sector Equity,Equity,FE_ALL,-1.18,11.35,4.18,-0.2,-0.48,-4.97,-15.05,-11.66,-4.62
F00000M7W6                    ,First Trust Europe AlphaDEX Fund,First Trust Europe AlphaDEX Fund,1,First Trust         ,Europe Stock,Europe Equity Large Cap,Equity,FE_ALL,1.61,5.1,5.96,14.52,35.25,14.56,10.62,6.65,11.96
FOUSA06L3K                    ,First Trust FTSE EPRA/NAREIT Developed Markets Real Estate Index Fund,First Trust FTSE EPRA/NAREIT Developed Markets Real Estate Index Fund,1,First Trust         ,Global Real Estate,Real Estate Sector Equity,Equity,FE_ALL,-0.53,-0.91,-0.77,2.81,6.29,4.6,3.62,5.13,6.5
FOUSA06GIF                    ,First Trust Financials AlphaDEX Fund,First Trust Financials AlphaDEX Fund,1,First Trust         ,Financial,Financials Sector Equity,Equity,FE_ALL,2.26,5.03,3.56,9.96,28.05,14.81,11.85,11.81,16.3
F00000NFLM                    ,First Trust Germany AlphaDEX Fund,First Trust Germany AlphaDEX Fund,1,First Trust         ,Miscellaneous Region,Other Equity,Equity,FE_ALL,1.92,6.11,8.82,21.02,36.32,18.33,13.38,7.32,11.66
FOUSA08653                    ,First Trust Global Engineering and Construction ETF,First Trust Global Engineering and Construction ETF,1,First Trust         ,Industrials,Industrials Sector Equity,Equity,FE_ALL,1.83,5.63,5.21,8.44,22.66,13.13,9.33,5.2,9.79
FOUSA06UQ5                    ,First Trust Global Wind Energy ETF,First Trust Global Wind Energy ETF,1,First Trust         ,Miscellaneous Sector,Other Sector Equity,Equity,FE_ALL,0.46,0.35,0.5,3.26,9.03,13.28,10.73,7.81,18.35
FOUSA06GIG                    ,First Trust Health Care AlphaDEX Fund,First Trust Health Care AlphaDEX Fund,1,First Trust         ,Health,Healthcare Sector Equity,Equity,FE_ALL,0.4,0.16,1.2,6.55,21.32,6.54,4.74,11.03,16.62
F00000NFLN                    ,First Trust Hong Kong AlphaDEX Fund,First Trust Hong Kong AlphaDEX Fund,1,First Trust         ,China Region,Greater China Equity,Equity,FE_ALL,0.7,5.1,9.32,17.02,26.34,14.22,6.76,6.66,9.07
FOUSA06GIH                    ,First Trust Industrials/Producer Durables AlphaDEX Fund,First Trust Industrials/Producer Durables AlphaDEX Fund,1,First Trust         ,Industrials,Industrials Sector Equity,Equity,FE_ALL,2.45,7.52,7.77,10.23,30.73,17.96,8.94,10.42,16.29
F00000GY82                    ,First Trust Indxx Global Natural Resources Income ETF,First Trust Indxx Global Natural Resources Income ETF,1,First Trust         ,Natural Resources,Natural Resources Sector Equity,Equity,FE_ALL,2.44,5.51,6.7,10.92,18.42,0.77,-12.62,-12.28,-13.66
F00000M7WA                    ,First Trust Japan AlphaDEX Fund,First Trust Japan AlphaDEX Fund,1,First Trust         ,Japan Stock,Japan Equity,Equity,FE_ALL,3.22,5.53,6.44,12.32,15.8,10.2,9.36,7.29,10.95
FOUSA06GIL                    ,First Trust Large Cap Core AlphaDEX Fund,First Trust Large Cap Core AlphaDEX Fund,1,First Trust         ,Large Blend,US Equity Large Cap Blend,Equity,FE_ALL,2.04,4.56,3.9,8.09,23.54,13.63,9.41,10.75,14.96
FOUSA06GIP                    ,First Trust Large Cap Growth AlphaDEX Fund,First Trust Large Cap Growth AlphaDEX Fund,1,First Trust         ,Large Growth,US Equity Large Cap Growth,Equity,FE_ALL,3.53,5.87,6.72,11.88,24.07,11.36,10.7,12.2,16.14
FOUSA06GIO                    ,First Trust Large Cap Value AlphaDEX Fund,First Trust Large Cap Value AlphaDEX Fund,1,First Trust         ,Large Value,US Equity Large Cap Value,Equity,FE_ALL,0.63,3.44,1.43,4.65,22.27,15.1,7.99,9.38,13.77
F00000M7W7                    ,First Trust Latin America AlphaDEX Fund,First Trust Latin America AlphaDEX Fund,1,First Trust         ,Latin America Stock,Latin America Equity,Equity,FE_ALL,-3.53,-0.87,4.55,10.31,12.03,26.5,1.46,-1.15,-0.83
FOUSA06GII                    ,First Trust Materials AlphaDEX Fund,First Trust Materials AlphaDEX Fund,1,First Trust         ,Natural Resources,Natural Resources Sector Equity,Equity,FE_ALL,3.42,7.78,8.28,10.15,27.53,20.11,11.1,9.56,13.22
F00000MEZN                    ,First Trust Mega Cap AlphaDEX Fund,First Trust Mega Cap AlphaDEX Fund,1,First Trust         ,Large Blend,US Equity Large Cap Blend,Equity,FE_ALL,1.86,3.38,4.75,10.54,22.53,11.3,8.7,9.46,13.04
FOUSA06GIM                    ,First Trust Mid Cap Core AlphaDEX Fund,First Trust Mid Cap Core AlphaDEX Fund,1,First Trust         ,Mid-Cap Blend,US Equity Mid Cap,Equity,FE_ALL,2.29,6.19,5.91,8.08,25.2,13.28,7.96,8.35,13.34
F00000M7WE                    ,First Trust Mid Cap Growth AlphaDEX Fund,First Trust Mid Cap Growth AlphaDEX Fund,1,First Trust         ,Mid-Cap Growth,US Equity Mid Cap,Equity,FE_ALL,3.96,7.45,8.46,12.17,30.53,14.25,10.7,10,14.22
F00000M7WF                    ,First Trust Mid Cap Value AlphaDEX Fund,First Trust Mid Cap Value AlphaDEX Fund,1,First Trust         ,Small Value,US Equity Small Cap,Equity,FE_ALL,0.64,4.91,3.45,4.49,20.38,12.13,5.55,6.76,12.35
FEUSA04AF3                    ,First Trust Morningstar Dividend Leaders Index Fund,First Trust Morningstar Dividend Leaders Index Fund,1,First Trust         ,Large Value,US Equity Large Cap Value,Equity,FE_ALL,-0.76,2.66,1.76,2.62,11.82,13.32,9.65,10.92,12.17
FOUSA06GIR                    ,First Trust Multi Cap Growth AlphaDEX Fund,First Trust Multi Cap Growth AlphaDEX Fund,1,First Trust         ,Mid-Cap Growth,US Equity Mid Cap,Equity,FE_ALL,3.26,6.69,7.43,12.09,27.98,13.26,11.11,11.21,15.36
FOUSA06GIQ                    ,First Trust Multi Cap Value AlphaDEX Fund,First Trust Multi Cap Value AlphaDEX Fund,1,First Trust         ,Mid-Cap Value,US Equity Mid Cap,Equity,FE_ALL,0.52,4.69,2.53,4.44,21.84,13.76,6.6,7.84,13.06
F000002VFB                    ,First Trust NASDAQ ABA Community Bank Index Fund,First Trust NASDAQ ABA Community Bank Index Fund,1,First Trust         ,Financial,Financials Sector Equity,Equity,FE_ALL,-0.15,9.45,4.99,5.01,28.33,17.11,14.74,13.53,17.1
FOUSA06B59                    ,First Trust NASDAQ Clean Edge Green Energy Index Fund,First Trust NASDAQ Clean Edge Green Energy Index Fund,1,First Trust         ,Miscellaneous Sector,Other Sector Equity,Equity,FE_ALL,5.98,8.67,7.7,21.45,40.9,17.79,4.56,5.46,19.59
F0000040LU                    ,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,1,First Trust         ,Miscellaneous Sector,Other Sector Equity,Equity,FE_ALL,2.84,8.91,11.07,17.93,34.9,24.68,13.29,10.16,13.75
F00000MEUT                    ,First Trust NASDAQ Global Auto Index Fund,First Trust NASDAQ Global Auto Index Fund,1,First Trust         ,Consumer Cyclical,Consumer Goods & Services Sector Equity,Equity,FE_ALL,3.16,10.85,11.35,16.36,24.66,8.8,6.32,3.11,12.56
F00000J8TJ                    ,First Trust NASDAQ Smartphone Index Fund,First Trust NASDAQ Smartphone Index Fund,1,First Trust         ,Technology,Technology Sector Equity,Equity,FE_ALL,1.88,4.38,4.93,11.13,29.64,18.27,12.28,13.45,19.33
F00000OOW9                    ,First Trust NASDAQ Technology Dividend Index Fund,First Trust NASDAQ Technology Dividend Index Fund,1,First Trust         ,Technology,Technology Sector Equity,Equity,FE_ALL,5.87,7.38,8.87,9.55,22.53,16.87,11,12.68,15.68
FEUSA04AF9                    ,First Trust NASDAQ-100 Equal Weighted Index Fund,First Trust NASDAQ-100 Equal Weighted Index Fund,1,First Trust         ,Large Growth,US Equity Large Cap Growth,Equity,FE_ALL,1.24,2.57,2.45,7.45,25.86,14.12,11.63,13.94,18.48
FOUSA06B2Y                    ,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,1,First Trust         ,Large Growth,US Equity Large Cap Growth,Equity,FE_ALL,-1.58,-1.48,-2.75,1.74,17.41,5.85,6.68,9.07,14.5
FEUSA04AF6                    ,First Trust NASDAQ-100-Technology Sector Index Fund,First Trust NASDAQ-100-Technology Sector Index Fund,1,First Trust         ,Technology,Technology Sector Equity,Equity,FE_ALL,6.87,10.62,13.58,19.42,44.15,31.26,21.69,23.35,25.94
FEUSA04AGQ                    ,First Trust NYSE Arca Biotechnology Index Fund,First Trust NYSE Arca Biotechnology Index Fund,1,First Trust         ,Health,Healthcare Sector Equity,Equity,FE_ALL,-2.42,-2.58,4.28,12.69,39.2,7.69,6.82,17.21,23.84
FOUSA06IB7                    ,First Trust Natural Gas ETF,First Trust Natural Gas ETF,1,First Trust         ,Equity Energy,Energy Sector Equity,Equity,FE_ALL,-0.46,11.63,2.97,-4.7,-7.97,-13.98,-32.4,-30.16,-22.48
FOUSA06GIY                    ,First Trust S&P REIT Index Fund,First Trust S&P REIT Index Fund,1,First Trust         ,Real Estate,Real Estate Sector Equity,Equity,FE_ALL,-1.2,-1.15,-1.57,0.89,4.31,5.21,5.05,8.23,8.76
FOUSA06L33                    ,First Trust STOXX European Select Dividend Index Fund,First Trust STOXX European Select Dividend Index Fund,1,First Trust         ,Europe Stock,Europe Equity Large Cap,Equity,FE_ALL,0.22,3.84,3.06,10.31,21.79,8.12,4.76,4.62,7.04
FOUSA06GIN                    ,First Trust Small Cap Core AlphaDEX Fund,First Trust Small Cap Core AlphaDEX Fund,1,First Trust         ,Small Blend,US Equity Small Cap,Equity,FE_ALL,0.87,7.69,5.77,8.02,28.04,14.57,8.32,7.78,13.61
F00000M7WG                    ,First Trust Small Cap Growth AlphaDEX Fund,First Trust Small Cap Growth AlphaDEX Fund,1,First Trust         ,Small Growth,US Equity Small Cap,Equity,FE_ALL,1.51,7.68,7.62,12.52,34.28,16.55,12.75,10.45,15.03
F00000M7WH                    ,First Trust Small Cap Value AlphaDEX Fund,First Trust Small Cap Value AlphaDEX Fund,1,First Trust         ,Small Value,US Equity Small Cap,Equity,FE_ALL,0.08,7.46,3.96,3.82,22.7,12.76,4.68,5.57,12.27
F00000M7WB                    ,First Trust South Korea AlphaDEX Fund,First Trust South Korea AlphaDEX Fund,1,First Trust         ,Miscellaneous Region,Other Equity,Equity,FE_ALL,5.69,2.2,1.52,14.63,22.82,8.68,3.62,1.56,3.48
F00000NFLO                    ,First Trust Switzerland AlphaDEX Fund,First Trust Switzerland AlphaDEX Fund,1,First Trust         ,Miscellaneous Region,Other Equity,Equity,FE_ALL,0.34,2.36,2.87,10.53,30.92,15.84,11.77,8.4,12.92
F00000NFLP                    ,First Trust Taiwan AlphaDEX Fund,First Trust Taiwan AlphaDEX Fund,1,First Trust         ,China Region,Greater China Equity,Equity,FE_ALL,3.17,0.01,1.16,7.94,17.2,11.97,4.06,6.84,9.1
FOUSA06GIJ                    ,First Trust Technology AlphaDEX Fund,First Trust Technology AlphaDEX Fund,1,First Trust         ,Technology,Technology Sector Equity,Equity,FE_ALL,6.67,9.64,13.48,20.11,42.72,23.95,16.79,17.42,21.08
FOUSA05U4A                    ,First Trust Total US Market AlphaDEX ETF,First Trust Total US Market AlphaDEX ETF,1,First Trust         ,Mid-Cap Blend,US Equity Mid Cap,Equity,FE_ALL,2.23,5.72,5.16,8.88,25.29,13.31,7.83,7.98,11.82
FEUSA04AF5                    ,First Trust US Equity Opportunities ETF,First Trust US Equity Opportunities ETF,1,First Trust         ,Large Growth,US Equity Large Cap Growth,Equity,FE_ALL,3.13,7.24,8.47,13.01,26.87,13.32,11.26,12.36,19.03
F00000NFN1                    ,First Trust United Kingdom AlphaDEX Fund,First Trust United Kingdom AlphaDEX Fund,1,First Trust         ,Miscellaneous Region,Other Equity,Equity,FE_ALL,1.93,5.12,4.69,8.34,25.08,-1.17,2.69,1.97,6.65
FOUSA06GIK                    ,First Trust Utilities AlphaDEX Fund,First Trust Utilities AlphaDEX Fund,1,First Trust         ,Utilities,Utilities Sector Equity,Equity,FE_ALL,1.41,-1.64,-0.18,1.05,7.73,11.93,7.39,10.24,11.25
FOUSA06AY6                    ,First Trust Value Line 100 Exchange-Traded Fund,First Trust Value Line 100 Exchange-Traded Fund,1,First Trust         ,Mid-Cap Blend,US Equity Mid Cap,Equity,FE_ALL,2.98,8.31,8.16,8.42,20.65,8.38,6.23,8.04,12.83
FOUSA05U4B                    ,First Trust Value Line Dividend Index Fund,First Trust Value Line Dividend Index Fund,1,First Trust         ,Large Value,US Equity Large Cap Value,Equity,FE_ALL,1.51,3.25,2.35,5.08,15.97,14.01,11.11,12.15,14.55
FOUSA06IB8                    ,First Trust Water ETF,First Trust Water ETF,1,First Trust         ,Miscellaneous Sector,Other Sector Equity,Equity,FE_ALL,2.58,8.56,7.09,9.87,28.92,25.2,12.28,10.34,14.72
F00000ON9G                    ,First-Trust CSI RAFI Index Classified Fund,First-Trust CSI RAFI Index Classified Fund,1,First-Trust Fund Mgm,Equity Funds,Greater China Equity,Equity,ASIA-PACIFIC,-0.89,-0.38,1.82,5.67,4.55,-2.31,8.82,12.13,12.24
F00000ON9H                    ,First-Trust CSI RAFI Index Classified Fund A,First-Trust CSI RAFI Index Classified Fund,2,First-Trust Fund Mgm,Other,Greater China Equity,Equity,ASIA-PACIFIC,0.39,0.77,1.17,2.46,6.7,6.37,4.14,4.58,4.97
F00000ON9I                    ,First-Trust CSI RAFI Index Classified Fund B,First-Trust CSI RAFI Index Classified Fund,3,First-Trust Fund Mgm,Other,Greater China Equity,Equity,ASIA-PACIFIC,-3.31,-2.6,3.14,12.66,3.55,-13.83,-0.45,7.66,9.81
F00000MDZ1                    ,First-Trust China Securities 200 Index Fund,First-Trust China Securities 200 Index Fund,1,First-Trust Fund Mgm,Equity Funds,Greater China Equity,Equity,ASIA-PACIFIC,1.18,1.55,3.82,7.42,6.6,-0.8,11.19,11.48,11.16
F0AUS05EKK                    ,CFS FC ESup-FirstChoice Multi-Index Diversified,FirstChoice Multi-Index Diversified,1,Commonwealth/Colonia,Multisector Balanced,Allocation,Allocation,AUS-NZL,1.61,1.87,2.41,2.8,7.71,5.89,5.28,5.52,6.98
F0AUS05I9T                    ,CFS FC Inv-FirstChoice Multi-Index Diversified,FirstChoice Multi-Index Diversified,2,Commonwealth/Colonia,Multisector Balanced,Allocation,Allocation,AUS-NZL,1.69,1.98,2.57,2.93,8.31,6.21,5.53,5.82,7.35
F0AUS05JPO                    ,CFS FC PSup-FirstChoice Multi-Index Diversified,FirstChoice Multi-Index Diversified,3,Commonwealth/Colonia,Multisector Balanced,Allocation,Allocation,AUS-NZL,1.61,1.87,2.41,2.81,7.7,5.86,5.25,5.49,7.02
F0AUS05JO8                    ,CFS FC Pen-FirstChoice Multi-Index Diversified,FirstChoice Multi-Index Diversified,4,Commonwealth/Colonia,Multisector Balanced,Allocation,Allocation,AUS-NZL,1.8,2.09,2.68,3.04,8.55,6.48,5.81,6.1,7.66
F00000MFKC                    ,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,1,Flexshares Trust    ,Foreign Large Blend,Global Equity Large Cap,Equity,FE_ALL,1.47,4.33,4.62,11.84,24.6,11.73,7.22,5.15,9.01
F00000MFKB                    ,FlexShares Morningstar Emerging Markets Factor Tilt Index Fund,FlexShares Morningstar Emerging Markets Factor Tilt Index Fund,1,Flexshares Trust    ,Diversified Emerging Mkts,Emerging Markets Equity,Equity,FE_ALL,2.72,2.45,4.35,12.3,23.47,16.23,5.56,4.28,4.78
F00000MFKA                    ,FlexShares Morningstar Global Upstream Natural Resources Index Fund,FlexShares Morningstar Global Upstream Natural Resources Index Fund,1,Flexshares Trust    ,Natural Resources,Natural Resources Sector Equity,Equity,FE_ALL,1.66,4.02,5.45,9.67,17.82,15.82,1.96,0.84,0.6
F00000MY5Q                    ,FlexShares Morningstar US Market Factors Tilt Index Fund,FlexShares Morningstar US Market Factors Tilt Index Fund,1,Flexshares Trust    ,Large Blend,US Equity Large Cap Blend,Equity,FE_ALL,1.74,5.18,4.57,7.65,23.76,13.83,9.85,10.8,14.73
F00000MY5R                    ,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,1,Flexshares Trust    ,Inflation-Protected Bond,Inflation Linked,Bonds/Fixed Income,FE_ALL,0.15,-0.02,0.25,-0.1,0.41,1.49,0.53,0.35,0
F00000MVJ5                    ,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,1,Flexshares Trust    ,Inflation-Protected Bond,Inflation Linked,Bonds/Fixed Income,FE_ALL,0.12,-0.42,0.26,-0.02,0.06,2.42,1.27,0.82,0.01
F00000046D                    ,Fondo BBVA Bancomer Indizado SA de CV S.I.R.V. A,Fondo BBVA Bancomer Indizado SA de CV S.I.R.V.,1,BBVA Bancomer Gestin,Mexico Equity,Mexico Equity,Equity,LATIN-AMERICA,-2.53,-4.56,-4.43,-0.12,3.92,6.36,4.89,6.3,5.04
F000000586                    ,Fondo BBVA Bancomer Indizado SA de CV S.I.R.V. E,Fondo BBVA Bancomer Indizado SA de CV S.I.R.V.,2,BBVA Bancomer Gestin,Mexico Equity,Mexico Equity,Equity,LATIN-AMERICA,-2.71,-4.88,-4.92,-1.14,1.84,4.23,2.8,4.38,3.28
F00000056W                    ,Fondo BBVA Bancomer Indizado SA de CV S.I.R.V. F,Fondo BBVA Bancomer Indizado SA de CV S.I.R.V.,3,BBVA Bancomer Gestin,Mexico Equity,Mexico Equity,Equity,LATIN-AMERICA,-2.53,-4.56,-4.44,-0.14,3.85,6.33,4.83,6.26,5
F000001XGV                    ,Fondo BBVA Bancomer Indizado SA de CV S.I.R.V. GB,Fondo BBVA Bancomer Indizado SA de CV S.I.R.V.,4,BBVA Bancomer Gestin,Mexico Equity,Mexico Equity,Equity,LATIN-AMERICA,-2.57,-4.63,-4.54,-0.38,3.41,5.89,4.44,5.86,4.6
F0000004ZL                    ,Fondo BBVA Bancomer Indizado SA de CV S.I.R.V. MB,Fondo BBVA Bancomer Indizado SA de CV S.I.R.V.,5,BBVA Bancomer Gestin,Mexico Equity,Mexico Equity,Equity,LATIN-AMERICA,-2.81,-5.07,-5.21,-1.75,0.59,2.98,1.57,2.87,1.61
F0000005JO                    ,Fondo BBVA Bancomer Indizado SA de CV S.I.R.V. P,Fondo BBVA Bancomer Indizado SA de CV S.I.R.V.,6,BBVA Bancomer Gestin,Mexico Equity,Mexico Equity,Equity,LATIN-AMERICA,-2.78,-5.02,-5.14,-1.6,0.9,3.29,1.88,3.26,2.03
F0000004ZM                    ,Fondo BBVA Bancomer Indizado SA de CV S.I.R.V. PV,Fondo BBVA Bancomer Indizado SA de CV S.I.R.V.,7,BBVA Bancomer Gestin,Mexico Equity,Mexico Equity,Equity,LATIN-AMERICA,-2.73,-4.93,-5,-1.31,1.48,3.89,2.47,3.86,2.62
F000003SBH                    ,Fondo Mutuo Credicorp Capital ndice Chile B,Fondo Mutuo Credicorp Capital ndice Chile,1,Credicorp Capital As,Chile Equity,South American Equity,Equity,FE_ALL,4.24,8.14,10.04,13.67,26.48,19.59,12.48,8.71,4.91
F000005EXL                    ,Fondo Mutuo Security Index Fund Chile A,Fondo Mutuo Security Index Fund Chile,1,AGF Security S.A.   ,Chile Equity,South American Equity,Equity,LATIN-AMERICA,4.4,7.97,9.65,14.48,26.14,17.09,9.8,6,2.26
F000005EY0                    ,Fondo Mutuo Security Index Fund Chile B,Fondo Mutuo Security Index Fund Chile,2,AGF Security S.A.   ,Chile Equity,South American Equity,Equity,LATIN-AMERICA,4.54,8.25,10.08,15.38,28.11,18.93,11.6,7.74,3.93
F00000NJUP                    ,Fondo Mutuo Security Index Fund Chile F,Fondo Mutuo Security Index Fund Chile,3,AGF Security S.A.   ,Chile Equity,South American Equity,Equity,LATIN-AMERICA,4.64,8.47,10.41,16.08,29.65,20.36,12.94,9.03,5.18
F000005EY5                    ,Fondo Mutuo Security Index Fund Chile I-APV,Fondo Mutuo Security Index Fund Chile,4,AGF Security S.A.   ,Chile Equity,South American Equity,Equity,LATIN-AMERICA,4.44,8.05,9.78,14.74,26.7,17.63,10.78,7.17,3.52
F000003SPH                    ,Fondo Mutuo Security Index Fund US A,Fondo Mutuo Security Index Fund US,1,AGF Security S.A.   ,US Equity,US Equity Large Cap Blend,Equity,LATIN-AMERICA,1.94,3.27,3.34,6,16.36,6.24,4.37,4.96,7.14
F000003SPI                    ,Fondo Mutuo Security Index Fund US B,Fondo Mutuo Security Index Fund US,2,AGF Security S.A.   ,US Equity,US Equity Large Cap Blend,Equity,LATIN-AMERICA,2.24,3.86,4.23,7.84,20.41,10.03,8.22,8.92,11.27
F000003VT0                    ,Fondo Mutuo Security Index Fund US I-APV,Fondo Mutuo Security Index Fund US,3,AGF Security S.A.   ,US Equity,US Equity Large Cap Blend,Equity,LATIN-AMERICA,2.29,3.96,4.39,8.16,21.11,10.67,8.85,9.55,11.98
F00000LVYA                    ,Fondo Mutuo Security Latam A,Fondo Mutuo Security Latam,1,AGF Security S.A.   ,Latin America Equity,Latin America Equity,Equity,LATIN-AMERICA,-3.59,-2.58,2.01,6.96,7.92,15.81,-6.83,-10.11,-11.57
F00000LVYB                    ,Fondo Mutuo Security Latam B,Fondo Mutuo Security Latam,2,AGF Security S.A.   ,Latin America Equity,Latin America Equity,Equity,LATIN-AMERICA,-3.41,-2.22,2.59,8.42,10.97,19.56,-3.96,-7.41,-8.92
F00000LVYD                    ,Fondo Mutuo Security Latam I,Fondo Mutuo Security Latam,3,AGF Security S.A.   ,Latin America Equity,Latin America Equity,Equity,LATIN-AMERICA,-3.29,-2.02,2.89,8.88,11.83,20.34,-3.3,-6.8,-8.29
F0000003VV                    ,Fondo Prudential Internacional SA de CV S.I.R.V. A,Fondo Prudential Internacional SA de CV S.I.R.V.,1,Operadora Actinver S,US Equity,US Equity Large Cap Blend,Equity,LATIN-AMERICA,8.63,13.66,13.11,9.68,24.22,20.97,24.14,22.77,23.39
F000001ZQ6                    ,Fondo Prudential Internacional SA de CV S.I.R.V. B1,Fondo Prudential Internacional SA de CV S.I.R.V.,2,Operadora Actinver S,US Equity,US Equity Large Cap Blend,Equity,LATIN-AMERICA,8.35,13.11,12.29,8.08,20.67,17.51,20.59,19.26,19.86
F000001ZP8                    ,Fondo Prudential Internacional SA de CV S.I.R.V. B2,Fondo Prudential Internacional SA de CV S.I.R.V.,3,Operadora Actinver S,US Equity,US Equity Large Cap Blend,Equity,LATIN-AMERICA,8.42,13.26,12.5,8.49,21.58,18.4,21.5,20.16,20.77
